Country Name,Country Code,Time,Time Code,"Completion rate, lower secondary education, adjusted gender parity index (GPIA) [UIS.CR.2.GPIA]","Completion rate, lower secondary education, adjusted location parity index (LPIA) [UIS.CR.2.LPIA]","Completion rate, lower secondary education, adjusted wealth parity index (WPIA) [UIS.CR.2.WPIA]","Completion rate, lower secondary education, both sexes (%) [UIS.CR.2]","Enrolment in lower secondary education, both sexes (number) [UIS.E.2]","Enrolment in secondary education, both sexes (number) [SE.SEC.ENRL]","Gross enrolment ratio, lower secondary, both sexes (%) [SE.SEC.ENRR.LO]","Gross enrolment ratio, primary and lower secondary, both sexes (%) [UIS.GER.12]","School life expectancy, primary and secondary, both sexes (years) [UIS.SLE.123]","School life expectancy, primary and lower secondary, gender parity index (GPI) [UIS.SLE.1T2.GPI]","School life expectancy, primary and lower secondary, both sexes (years) [UIS.SLE.12]","School life expectancy, secondary, both sexes (years) [UIS.SLE.23]","Gross enrolment ratio, secondary, both sexes (%) [SE.SEC.ENRR]","Completion rate, upper secondary education, adjusted gender parity index (GPIA) [UIS.CR.3.GPIA]","Completion rate, upper secondary education, adjusted location parity index (LPIA) [UIS.CR.3.LPIA]","Completion rate, upper secondary education, adjusted wealth parity index (WPIA) [UIS.CR.3.WPIA]","Completion rate, upper secondary education, both sexes (%) [UIS.CR.3]"
United Kingdom,GBR,1977,YR1977,..,..,..,..,..,5285143,..,..,11.95515,..,..,5.74555,82.39516,..,..,..,..
United States,USA,1977,YR1977,..,..,..,..,..,..,..,..,10.58445,..,..,5.14498,85.74966,..,..,..,..
Uruguay,URY,1977,YR1977,..,..,..,..,..,180418,..,..,10.18611,..,..,3.60264,60.04406,..,..,..,..
Uzbekistan,UZB,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Vanuatu,VUT,1977,YR1977,..,..,..,..,..,2127,..,..,7.86949,..,..,0.84276,12.0394,..,..,..,..
"Venezuela, RB",VEN,1977,YR1977,..,..,..,..,..,774829,..,..,8.27899,..,..,2.36622,47.32439,..,..,..,..
Vietnam,VNM,1977,YR1977,..,..,..,..,..,3200912,..,..,8.33676,..,..,2.63671,37.75393,..,..,..,..
Virgin Islands (U.S.),VIR,1977,YR1977,..,..,..,..,..,11799,..,..,..,..,..,..,..,..,..,..,..
West Bank and Gaza,PSE,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Yemen, Rep.",YEM,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Zambia,ZMB,1977,YR1977,..,..,..,..,..,89270,..,..,7.27532,..,..,0.7593,15.186,..,..,..,..
Zimbabwe,ZWE,1977,YR1977,..,..,..,..,..,75701,..,..,5.12241,..,..,0.50909,8.48476,..,..,..,..
Afghanistan,AFG,1978,YR1978,..,..,..,..,..,238674,..,..,3.08753,..,..,0.82931,13.82176,..,..,..,..
Albania,ALB,1978,YR1978,..,..,..,..,..,415601,..,..,11.51899,..,..,6.92079,86.50983,..,..,..,..
Algeria,DZA,1978,YR1978,..,..,..,..,..,741961,..,..,7.58668,..,..,1.78401,25.48592,..,..,..,..
American Samoa,ASM,1978,YR1978,..,..,..,..,..,2679,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,1978,YR1978,..,..,..,..,..,105368,..,..,..,..,..,0.56777,8.11106,..,..,..,..
Antigua and Barbuda,ATG,1978,YR1978,..,..,..,..,..,5706,..,..,9.90285,..,..,3.77981,75.59618,..,..,..,..
Argentina,ARG,1978,YR1978,..,..,..,..,..,1293073,..,..,10.21187,..,..,2.77247,55.44948,..,..,..,..
Armenia,ARM,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Austria,AUT,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Azerbaijan,AZE,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Bahamas, The",BHS,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bahrain,BHR,1978,YR1978,..,..,..,..,..,21485,..,..,9.89829,..,..,3.1981,65.87056,..,..,..,..
Bangladesh,BGD,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Barbados,BRB,1978,YR1978,..,..,..,..,..,30021,..,..,12.11331,..,..,5.10771,84.81467,..,..,..,..
Belarus,BLR,1978,YR1978,..,..,..,..,..,833331,..,..,9.90875,..,..,4.86873,97.37462,..,..,..,..
Belgium,BEL,1978,YR1978,..,..,..,..,..,832600,..,..,11.50247,..,..,5.21434,86.90569,..,..,..,..
Belize,BLZ,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Benin,BEN,1978,YR1978,..,..,..,..,..,53519,..,..,3.75819,..,..,0.70976,10.13948,..,..,..,..
Bermuda,BMU,1978,YR1978,..,..,..,..,..,5269,..,..,11.45848,..,..,4.52037,90.36186,..,..,..,..
Bhutan,BTN,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bosnia and Herzegovina,BIH,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Botswana,BWA,1978,YR1978,..,..,..,..,..,18977,..,..,7.17585,..,..,1.05209,19.57381,..,..,..,..
Brazil,BRA,1978,YR1978,..,..,..,..,..,10521905,..,..,..,..,..,..,..,..,..,..,..
British Virgin Islands,VGB,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,1978,YR1978,..,..,..,..,..,16410,..,..,11.6802,..,..,4.10872,58.7856,..,..,..,..
Bulgaria,BGR,1978,YR1978,..,..,..,..,..,809785,..,..,10.5629,..,..,6.44422,92.06025,..,..,..,..
Burkina Faso,BFA,1978,YR1978,..,..,..,..,..,19319,..,..,1.09327,..,..,0.14022,2.00311,..,..,..,..
Burundi,BDI,1978,YR1978,..,..,..,..,..,14891,..,..,1.5837,..,..,0.16833,2.40473,..,..,..,..
Cabo Verde,CPV,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cambodia,KHM,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cameroon,CMR,1978,YR1978,..,..,..,..,..,183179,..,..,7.03417,..,..,1.15717,15.86024,..,..,..,..
Canada,CAN,1978,YR1978,..,..,..,..,..,2544408,..,..,11.3362,..,..,5.36308,89.3847,..,..,..,..
Cayman Islands,CYM,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,1978,YR1978,..,..,..,..,..,30554,..,..,5.36465,..,..,0.70221,10.03152,..,..,..,..
Chad,TCD,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,1978,YR1978,..,..,..,..,..,933204,..,..,10.85709,..,..,3.73893,62.31551,..,..,..,..
China,CHN,1978,YR1978,..,..,..,..,..,68488202,..,..,8.76895,..,..,3.23833,53.97215,..,..,..,..
Colombia,COL,1978,YR1978,..,..,..,..,..,1633635,..,..,8.52344,..,..,2.40936,40.15605,..,..,..,..
Comoros,COM,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,1978,YR1978,..,..,..,..,..,704332,..,..,7.05784,..,..,1.32004,22.00063,..,..,..,..
"Congo, Rep.",COG,1978,YR1978,..,..,..,..,..,136642,..,..,11.56674,..,..,3.80313,54.33038,..,..,..,..
Costa Rica,CRI,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cote d'Ivoire,CIV,1978,YR1978,..,..,..,..,..,147563,..,..,5.37872,..,..,1.03929,14.84705,..,..,..,..
Croatia,HRV,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cuba,CUB,1978,YR1978,..,..,..,..,..,818346,..,..,10.79002,..,..,3.62019,60.33647,..,..,..,..
Curacao,CUW,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cyprus,CYP,1978,YR1978,..,..,..,..,..,49358,..,..,8.7569,..,..,4.02873,67.05886,..,..,..,..
Czech Republic,CZE,1978,YR1978,..,..,..,..,..,1013162,..,..,12.28747,..,..,7.48766,93.59577,..,..,..,..
Denmark,DNK,1978,YR1978,..,..,..,..,..,452625,..,..,11.7331,..,..,5.77322,96.22028,..,..,..,..
Djibouti,DJI,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,1978,YR1978,..,..,..,..,..,6342,..,..,11.00942,..,..,3.33368,66.67368,..,..,..,..
Dominican Republic,DOM,1978,YR1978,..,..,..,..,..,298293,..,..,8.38585,..,..,2.24738,37.45635,..,..,..,..
Ecuador,ECU,1978,YR1978,..,..,..,..,..,461115,..,..,9.2489,..,..,2.68568,44.76128,..,..,..,..
"Egypt, Arab Rep.",EGY,1978,YR1978,..,..,..,..,..,2561268,..,..,6.89079,..,..,2.82978,47.16306,..,..,..,..
El Salvador,SLV,1978,YR1978,..,..,..,..,..,213272,..,..,8.09341,..,..,2.14089,35.68152,..,..,..,..
Equatorial Guinea,GNQ,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Estonia,EST,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eswatini,SWZ,1978,YR1978,..,..,..,..,..,20990,..,..,8.2712,..,..,1.68302,33.66048,..,..,..,..
Ethiopia,ETH,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,1978,YR1978,..,..,..,..,..,67328,..,..,11.0643,..,..,4.44243,74.04051,..,..,..,..
Finland,FIN,1978,YR1978,..,..,..,..,..,437675,..,..,11.59054,..,..,5.64013,94.00216,..,..,..,..
France,FRA,1978,YR1978,..,..,..,..,..,4948694,..,..,11.20481,..,..,5.73856,81.97938,..,..,..,..
French Polynesia,PYF,1978,YR1978,..,..,..,..,..,10265,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,1978,YR1978,..,..,..,..,..,26342,..,..,10.94667,..,..,2.17973,31.13896,..,..,..,..
"Gambia, The",GMB,1978,YR1978,..,..,..,..,..,7588,..,..,2.58894,..,..,0.6463,11.29167,..,..,..,..
Georgia,GEO,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,1978,YR1978,..,..,..,..,..,592262,..,..,6.50336,..,..,2.39995,34.28494,..,..,..,..
Gibraltar,GIB,1978,YR1978,..,..,..,..,..,1769,..,..,9.69253,..,..,3.86245,64.37409,..,..,..,..
Greece,GRC,1978,YR1978,..,..,..,..,..,689784,..,..,10.68433,..,..,4.61648,77.03649,..,..,..,..
Greenland,GRL,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,1978,YR1978,..,..,..,..,..,10077,..,..,12.06919,..,..,3.81098,76.21965,..,..,..,..
Guam,GUM,1978,YR1978,..,..,..,..,..,12000,..,..,..,..,..,..,..,..,..,..,..
Guatemala,GTM,1978,YR1978,..,..,..,..,..,159040,..,..,4.914,..,..,1.03466,17.24439,..,..,..,..
Guinea,GIN,1978,YR1978,..,..,..,..,..,91011,..,..,2.98077,..,..,0.92092,15.34867,..,..,..,..
Guinea-Bissau,GNB,1978,YR1978,..,..,..,..,..,3731,..,..,4.72179,..,..,0.23466,4.69326,..,..,..,..
Guyana,GUY,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Haiti,HTI,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Honduras,HND,1978,YR1978,..,..,..,..,..,109390,..,..,6.72458,..,..,1.36357,27.27148,..,..,..,..
"Hong Kong SAR, China",HKG,1978,YR1978,..,..,..,..,..,424538,..,..,10.62131,..,..,3.82548,54.92786,..,..,..,..
Hungary,HUN,1978,YR1978,..,..,..,..,..,852820,..,..,10.45943,..,..,6.38047,79.75587,..,..,..,..
Iceland,ISL,1978,YR1978,..,..,..,..,..,26251,..,..,11.69744,..,..,5.78471,82.63867,..,..,..,..
India,IND,1978,YR1978,..,..,..,..,..,27178592,..,..,5.93132,..,..,1.86605,26.65789,..,..,..,..
Indonesia,IDN,1978,YR1978,..,..,..,..,..,4467512,..,..,7.52455,..,..,1.45812,24.0281,..,..,..,..
"Iran, Islamic Rep.",IRN,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Iraq,IRQ,1978,YR1978,..,..,..,..,..,716822,..,..,8.49796,..,..,2.8338,44.16988,..,..,..,..
Ireland,IRL,1978,YR1978,..,..,..,..,..,288110,..,..,11.0887,..,..,4.62193,91.59929,..,..,..,..
Isle of Man,IMN,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Israel,ISR,1978,YR1978,..,..,..,..,..,303575,..,..,11.05291,..,..,4.78228,79.70463,..,..,..,..
Italy,ITA,1978,YR1978,..,..,..,..,..,5208725,..,..,10.9926,..,..,5.81594,72.69929,..,..,..,..
Jamaica,JAM,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,1978,YR1978,..,..,..,..,..,9152766,..,..,..,..,..,..,..,..,..,..,..
Jordan,JOR,1978,YR1978,..,..,..,..,..,209742,..,..,10.88785,..,..,4.40984,70.42316,..,..,..,..
Kazakhstan,KAZ,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,1978,YR1978,..,..,..,..,..,636200,..,..,7.71879,..,..,1.80992,25.85603,..,..,..,..
Kiribati,KIR,1978,YR1978,..,..,..,..,..,1646,..,..,10.22358,..,..,1.12972,18.82864,..,..,..,..
"Korea, Dem. People’s Rep.",PRK,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,1978,YR1978,..,..,..,..,..,3492091,..,..,10.14597,..,..,3.93497,65.54215,..,..,..,..
Kosovo,XKX,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kuwait,KWT,1978,YR1978,..,..,..,..,..,143392,..,..,10.3726,..,..,6.12799,76.29223,..,..,..,..
Kyrgyz Republic,KGZ,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lao PDR,LAO,1978,YR1978,..,..,..,..,..,64108,..,..,5.843,..,..,0.89576,14.92936,..,..,..,..
Latvia,LVA,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lebanon,LBN,1978,YR1978,..,..,..,..,..,257798,..,..,9.87257,..,..,4.16883,59.5547,..,..,..,..
Lesotho,LSO,1978,YR1978,..,..,..,..,..,19512,..,..,7.64283,..,..,0.69773,13.40561,..,..,..,..
Liberia,LBR,1978,YR1978,..,..,..,..,..,47446,..,..,4.12681,..,..,1.28812,21.46858,..,..,..,..
Libya,LBY,1978,YR1978,..,..,..,..,..,225286,..,..,10.80753,..,..,3.85724,61.46891,..,..,..,..
Liechtenstein,LIE,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,LTU,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Luxembourg,LUX,1978,YR1978,..,..,..,..,..,24056,..,..,10.04247,..,..,4.37491,62.34062,..,..,..,..
"Macao SAR, China",MAC,1978,YR1978,..,..,..,..,..,13150,..,..,7.97884,..,..,2.2186,36.97663,..,..,..,..
Madagascar,MDG,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Malawi,MWI,1978,YR1978,..,..,..,..,..,106026,..,..,4.42483,..,..,0.82856,13.80928,..,..,..,..
Malaysia,MYS,1978,YR1978,..,..,..,..,..,1038049,..,..,8.98908,..,..,3.20898,53.48295,..,..,..,..
Maldives,MDV,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mali,MLI,1978,YR1978,..,..,..,..,..,70709,..,..,2.16795,..,..,0.50364,8.39397,..,..,..,..
Malta,MLT,1978,YR1978,..,..,..,..,..,28921,..,..,11.37865,..,..,4.83294,69.92336,..,..,..,..
Marshall Islands,MHL,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mauritania,MRT,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mauritius,MUS,1978,YR1978,..,..,..,..,..,81700,..,..,9.34707,..,..,3.39276,48.46795,..,..,..,..
Mexico,MEX,1978,YR1978,..,..,..,..,..,3502830,..,..,9.16145,..,..,2.3656,39.42661,..,..,..,..
"Micronesia, Fed. Sts.",FSM,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Moldova,MDA,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,1978,YR1978,..,..,..,..,..,2825,..,..,..,..,..,..,..,..,..,..,..
Mongolia,MNG,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Montenegro,MNE,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Morocco,MAR,1978,YR1978,..,..,..,..,..,589610,..,..,4.62718,..,..,1.23894,17.69921,..,..,..,..
Mozambique,MOZ,1978,YR1978,..,..,..,..,..,57300,..,..,4.70011,..,..,0.22508,3.21544,..,..,..,..
Myanmar,MMR,1978,YR1978,..,..,..,..,..,895058,..,..,5.40704,..,..,1.16245,19.37411,..,..,..,..
Namibia,NAM,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nauru,NRU,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,1978,YR1978,..,..,..,..,..,370231,..,..,..,..,..,..,..,..,..,..,..
Netherlands,NLD,1978,YR1978,..,..,..,..,..,1361333,..,..,11.46905,..,..,5.51085,91.46008,..,..,..,..
New Caledonia,NCL,1978,YR1978,..,..,..,..,..,10671,..,..,..,..,..,..,..,..,..,..,..
New Zealand,NZL,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nicaragua,NIC,1978,YR1978,..,..,..,..,..,98874,..,..,5.79062,..,..,1.36469,27.29388,..,..,..,..
Niger,NER,1978,YR1978,..,..,..,..,..,22290,..,..,1.34532,..,..,0.19456,2.77556,..,..,..,..
Nigeria,NGA,1978,YR1978,..,..,..,..,..,904931,..,..,5.21264,..,..,0.63205,9.02922,..,..,..,..
North Macedonia,MKD,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Northern Mariana Islands,MNP,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Norway,NOR,1978,YR1978,..,..,..,..,..,334392,..,..,11.37904,..,..,5.37604,89.5509,..,..,..,..
Oman,OMN,1978,YR1978,..,..,..,..,..,5647,..,..,3.0808,..,..,0.27939,4.46689,..,..,..,..
Pakistan,PAK,1978,YR1978,..,..,..,..,..,2075725,..,..,3.75998,..,..,1.25855,17.97928,..,..,..,..
Palau,PLW,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Panama,PAN,1978,YR1978,..,..,..,..,..,164474,..,..,10.52039,..,..,3.69432,61.57192,..,..,..,..
Papua New Guinea,PNG,1978,YR1978,..,..,..,..,..,42950,..,..,3.50582,..,..,0.57324,9.55398,..,..,..,..
Paraguay,PRY,1978,YR1978,..,..,..,..,..,101126,..,..,7.41884,..,..,1.42925,23.82075,..,..,..,..
Peru,PER,1978,YR1978,..,..,..,..,..,1095085,..,..,9.46403,..,..,2.74289,54.85788,..,..,..,..
Philippines,PHL,1978,YR1978,..,..,..,..,..,2696460,..,..,9.09273,..,..,2.53198,63.29959,..,..,..,..
Poland,POL,1978,YR1978,..,..,..,..,..,2902489,..,..,10.88095,..,..,4.83471,80.57854,..,..,..,..
Portugal,PRT,1978,YR1978,..,..,..,..,..,499557,..,..,10.34526,..,..,3.07629,58.74701,..,..,..,..
Puerto Rico,PRI,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Qatar,QAT,1978,YR1978,..,..,..,..,..,11469,..,..,10.91609,..,..,3.39489,58.96658,..,..,..,..
Romania,ROU,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Russian Federation,RUS,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Rwanda,RWA,1978,YR1978,..,..,..,..,..,23903,..,..,3.9133,..,..,0.22485,3.74754,..,..,..,..
Samoa,WSM,1978,YR1978,..,..,..,..,..,22462,..,..,10.82901,..,..,4.95459,70.7799,..,..,..,..
San Marino,SMR,1978,YR1978,..,..,..,..,..,1209,..,..,8.64476,..,..,3.38893,42.3616,..,..,..,..
Sao Tome and Principe,STP,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Saudi Arabia,SAU,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Senegal,SEN,1978,YR1978,..,..,..,..,..,85974,..,..,3.36336,..,..,0.77862,11.12316,..,..,..,..
Serbia,SRB,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Seychelles,SYC,1978,YR1978,..,..,..,..,..,4622,..,..,9.05552,..,..,2.9512,42.15999,..,..,..,..
Sierra Leone,SLE,1978,YR1978,..,..,..,..,..,56480,..,..,3.62246,..,..,0.8773,12.53281,..,..,..,..
Singapore,SGP,1978,YR1978,..,..,..,..,..,187713,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovak Republic,SVK,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovenia,SVN,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Solomon Islands,SLB,1978,YR1978,..,..,..,..,..,3468,..,..,5.36539,..,..,0.7354,14.708,..,..,..,..
Somalia,SOM,1978,YR1978,..,..,..,..,..,12869,..,..,2.11552,..,..,0.13882,2.95056,..,..,..,..
South Africa,ZAF,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Sudan,SSD,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Spain,ESP,1978,YR1978,..,..,..,..,..,3502459,..,..,10.89958,..,..,5.39404,76.73753,..,..,..,..
Sri Lanka,LKA,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Lucia,LCA,1978,YR1978,..,..,..,..,..,4568,..,..,10.21315,..,..,1.48708,29.74152,..,..,..,..
St. Martin (French part),MAF,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sudan,SDN,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Suriname,SUR,1978,YR1978,..,..,..,..,..,34121,..,..,11.24806,..,..,3.51018,50.14549,..,..,..,..
Sweden,SWE,1978,YR1978,..,..,..,..,..,536287,..,..,10.73968,..,..,4.80996,80.16596,..,..,..,..
Switzerland,CHE,1978,YR1978,..,..,..,..,..,626312,..,..,11.5512,..,..,6.4819,92.59861,..,..,..,..
Syrian Arab Republic,SYR,1978,YR1978,..,..,..,..,..,545468,..,..,8.56707,..,..,2.85422,47.16533,..,..,..,..
Tajikistan,TJK,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tanzania,TZA,1978,YR1978,..,..,..,..,..,74126,..,..,6.56139,..,..,0.20053,3.34221,..,..,..,..
Thailand,THA,1978,YR1978,..,..,..,..,..,1386136,..,..,7.15108,..,..,1.38376,27.67524,..,..,..,..
Timor-Leste,TLS,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Togo,TGO,1978,YR1978,..,..,..,..,..,96065,..,..,8.08006,..,..,1.76312,25.1874,..,..,..,..
Tonga,TON,1978,YR1978,..,..,..,..,..,12795,..,..,12.42269,..,..,5.08646,84.7744,..,..,..,..
Trinidad and Tobago,TTO,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tunisia,TUN,1978,YR1978,..,..,..,..,..,232856,..,..,7.79243,..,..,1.65453,23.09997,..,..,..,..
Turkey,TUR,1978,YR1978,..,..,..,..,..,2028476,..,..,7.32304,..,..,2.18667,36.44448,..,..,..,..
Turkmenistan,TKM,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,1978,YR1978,..,..,..,..,..,711,..,..,11.616,..,..,3.65365,73.07297,..,..,..,..
Tuvalu,TUV,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uganda,UGA,1978,YR1978,..,..,..,..,..,74032,..,..,3.90019,..,..,0.2831,4.71828,..,..,..,..
Ukraine,UKR,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United Arab Emirates,ARE,1978,YR1978,..,..,..,..,..,18905,..,..,7.98182,..,..,1.87651,32.23854,..,..,..,..
United Kingdom,GBR,1978,YR1978,..,..,..,..,..,5344922,..,..,11.92012,..,..,5.70876,81.77166,..,..,..,..
United States,USA,1978,YR1978,..,..,..,..,..,..,..,..,10.59368,..,..,5.12927,85.48783,..,..,..,..
Uruguay,URY,1978,YR1978,..,..,..,..,..,176167,..,..,10.10572,..,..,3.53341,58.89017,..,..,..,..
Uzbekistan,UZB,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Vanuatu,VUT,1978,YR1978,..,..,..,..,..,2284,..,..,7.91901,..,..,0.87894,12.55635,..,..,..,..
"Venezuela, RB",VEN,1978,YR1978,..,..,..,..,..,812965,..,..,8.495,..,..,2.41837,48.36737,..,..,..,..
Vietnam,VNM,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Virgin Islands (U.S.),VIR,1978,YR1978,..,..,..,..,..,11000,..,..,..,..,..,..,..,..,..,..,..
West Bank and Gaza,PSE,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Yemen, Rep.",YEM,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Zambia,ZMB,1978,YR1978,..,..,..,..,..,94628,..,..,7.26884,..,..,0.77459,15.49189,..,..,..,..
